9d0e3e5,Gabriel Vergari,PopUps - Template,,Wed Feb 23 13:05
ea56143,ella-t,String output that's actually formatted like digital time,,Wed Feb 23 12:57
de79bf0,ella-t,Digital timer output,,Wed Feb 23 12:51
f978900,ella-t,Initial commit,,Wed Feb 23 12:25
89659b0,Avery,Framework,,Mon Feb 21 16:32
4e80d53,Avery,Downgrade,This seems to work
,Mon Feb 21 15:57
168ffd8,Gabriel Vergari,Typo Corrected :(,,Thu Feb 17 23:43
580b4d2,Gabriel Vergari,Email Random & HP & Feedback Buttons & Adding/Removing Emails & Organization,This version of the project was saved on my hard drive, as i tested for 1 hour and didnt manage to find any bug.

Ps. The feedback of emails in general are not finished as IT WASNT DECIDED YET!
,Thu Feb 17 23:33
2b4dd55,Gabriel Vergari,Avery&Gabriel&Code Merged,,Wed Feb 16 18:47
4209232,ella-t,Added GUI to 3D environment scene,,Wed Feb 16 15:34
fd5660d,ella-t,Merged FirstPersonView into staging,,Wed Feb 16 15:32
12b25c2,ella-t,Merge branch 'staging' of https://github.com/DiosMussolinos/GonePhishing-Unity-2021.2.11f1 into staging,,Wed Feb 16 15:26
e54e7e6,Gabriel Vergari,Merge branch 'staging' of https://github.com/DiosMussolinos/GonePhishing-Unity-2021.2.11f1 into staging,,Wed Feb 16 15:22
9d90005,Gabriel Vergari,Email Organization & Spawn,,Wed Feb 16 15:20
df0e135,ella-t,Merged Smoother-Camera-Motion,,Wed Feb 16 15:08
b612b88,ella-t,Merge branch 'Smoother-Camera-Motion' into FirstPersonView,,Wed Feb 16 15:07
2b34b3a,Avery,Smooth camera movement,,Wed Feb 16 14:39
9d88c25,ella-t,Added touch input,,Wed Feb 16 14:35
f3cd91e,ella-t,Better clicking logic requiring full mouse press,,Wed Feb 16 13:25
228d046,ella-t,Inspector tooltips,,Wed Feb 16 13:15
2408054,ella-t,Lock/unlock computer GUI,,Wed Feb 16 12:58
65b13f9,Avery,Don't defocus when clicking on computer.,Stopped the camera from defocusing on the computer when the player clicks on the computer.
,Wed Feb 16 12:42
936263e,ella-t,Computer OnClick: Lock player camera to view it,,Wed Feb 16 11:43
00ef7d5,ella-t,Player can click interactable objects,,Tue Feb 15 16:51
dc5cbb5,ella-t,First person camera with left-right turning capability,,Tue Feb 15 16:31
a0e0bc4,Gabriel Vergari,2021.2.11f1,,Tue Feb 15 13:41
3c07339,Gabriel Vergari,Project 3D Reboot,,Tue Feb 15 13:00
6147396,Gabriel Vergari,?,,Mon Feb 14 15:58
213ad0c,Gabriel Vergari,Unity Version 2021.2.11f1,Download, and work in Unity 2021.2.11f1
,Mon Feb 14 12:21
9a620b6,Gabriel Vergari,NONCODE_SlidesProps,,Mon Feb 7 20:02
da449f0,Gabriel Vergari,NONCODE_SlidesProps,,Mon Feb 7 20:00
5b10def,Gabriel Vergari,Non-Code Related Folder,,Wed Feb 2 18:34
971f268,Gabriel Vergari,New Version 2020.3.27f1,,Wed Feb 2 17:44
28f09cd,Gabriel Vergari,First Organization,,Tue Feb 1 18:13
4af01f3,Gabriel Vergari,First commit,,Tue Feb 1 12:45
b6a3a6e,DiosMussolinos,Initial commit,,Tue Feb 1 12:30
